dataset,initial_set,cost_type,budget,initial_set_size,alpha,initial_r2_mean,initial_r2_std,initial_r2_se,initial_mse_mean,initial_mse_std,initial_mse_se,initial_rmse_mean,initial_rmse_std,initial_rmse_se,initial_mae_mean,initial_mae_std,initial_mae_se,poprisk_image_clusters_3_0.5_updated_r2_mean,poprisk_image_clusters_3_0.5_updated_r2_std,poprisk_image_clusters_3_0.5_updated_r2_se,poprisk_image_clusters_3_0.5_delta_r2_mean,poprisk_image_clusters_3_0.5_delta_r2_se,poprisk_image_clusters_3_0.5_updated_mse_mean,poprisk_image_clusters_3_0.5_updated_mse_std,poprisk_image_clusters_3_0.5_updated_mse_se,poprisk_image_clusters_3_0.5_delta_mse_mean,poprisk_image_clusters_3_0.5_delta_mse_se,poprisk_image_clusters_3_0.5_updated_rmse_mean,poprisk_image_clusters_3_0.5_updated_rmse_std,poprisk_image_clusters_3_0.5_updated_rmse_se,poprisk_image_clusters_3_0.5_delta_rmse_mean,poprisk_image_clusters_3_0.5_delta_rmse_se,poprisk_image_clusters_3_0.5_updated_mae_mean,poprisk_image_clusters_3_0.5_updated_mae_std,poprisk_image_clusters_3_0.5_updated_mae_se,poprisk_image_clusters_3_0.5_delta_mae_mean,poprisk_image_clusters_3_0.5_delta_mae_se,default_updated_r2_mean,default_updated_r2_std,default_updated_r2_se,default_delta_r2_mean,default_delta_r2_se,default_updated_mse_mean,default_updated_mse_std,default_updated_mse_se,default_delta_mse_mean,default_delta_mse_se,default_updated_rmse_mean,default_updated_rmse_std,default_updated_rmse_se,default_delta_rmse_mean,default_delta_rmse_se,default_updated_mae_mean,default_updated_mae_std,default_updated_mae_se,default_delta_mae_mean,default_delta_mae_se
TOGO_PH_H2O,2_strata_desired_25ppc_1000_size,cluster_based_c1_25_c2_35,100,1000,10.0,0.13,0.0,0.0,0.2,0.0,0.0,0.44,0.0,0.0,0.33,0.0,0.0,0.19,0.03,0.012765986056705527,0.06,0.012765986056705527,0.18,0.01,0.0028800347220129118,0.01,0.0028800347220129113,0.43,0.01,0.003347387040663212,0.02,0.003347387040663212,0.32,0.0,0.0023298927013920556,0.01,0.0023298927013920556,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_1000_size,cluster_based_c1_25_c2_35,200,1000,10.0,0.13,0.0,0.0,0.2,0.0,0.0,0.44,0.0,0.0,0.33,0.0,0.0,0.2,0.01,0.005427282929790929,0.07,0.005427282929790929,0.18,0.0,0.0012236829654775781,0.02,0.0012236829654775781,0.43,0.0,0.0014399305538809841,0.02,0.0014399305538809841,0.31,0.0,0.0009941830817309315,0.01,0.0009941830817309315,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_1000_size,cluster_based_c1_25_c2_35,300,1000,10.0,0.13,0.0,0.0,0.2,0.0,0.0,0.44,0.0,0.0,0.33,0.0,0.0,0.21,0.01,0.005701491033054426,0.08,0.005701491033054425,0.18,0.0,0.0012839003076563205,0.02,0.0012839003076563205,0.42,0.0,0.0015338187637397027,0.02,0.0015338187637397027,0.31,0.0,0.0013397761006974302,0.02,0.0013397761006974302,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_1000_size,cluster_based_c1_25_c2_35,400,1000,10.0,0.13,0.0,0.0,0.2,0.0,0.0,0.44,0.0,0.0,0.33,0.0,0.0,0.22,0.01,0.006929401128524747,0.09,0.006929401128524747,0.18,0.0,0.001570668647423766,0.02,0.001570668647423766,0.42,0.0,0.0018559094805512492,0.02,0.0018559094805512492,0.31,0.0,0.001497865147468221,0.02,0.0014978651474682207,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_1000_size,cluster_based_c1_25_c2_35,500,1000,10.0,0.13,0.0,0.0,0.2,0.0,0.0,0.44,0.0,0.0,0.33,0.0,0.0,0.23,0.0,0.002328733561401991,0.1,0.002328733561401991,0.17,0.0,0.0005297169055259606,0.02,0.0005297169055259606,0.42,0.0,0.0006337191807101915,0.03,0.0006337191807101915,0.31,0.0,0.00067275552766217,0.02,0.00067275552766217,0.14,0.0,0.0,0.010000000000000009,0.0,0.2,0.0,0.0,0.0,0.0,0.44,0.0,2.7755575615628914e-17,0.0,2.7755575615628914e-17,0.32,0.0,0.0,0.010000000000000009,0.0
TOGO_PH_H2O,2_strata_desired_25ppc_1000_size,cluster_based_c1_25_c2_35,600,1000,10.0,0.13,0.0,0.0,0.2,0.0,0.0,0.44,0.0,0.0,0.33,0.0,0.0,0.24,0.0,0.0013406714735534552,0.11,0.0013406714735534552,0.17,0.0,0.0003082207001484491,0.02,0.0003082207001484491,0.41,0.0,0.00035213633723318004,0.03,0.00035213633723318004,0.3,0.0,0.0005209606511052475,0.02,0.0005209606511052475,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_1000_size,cluster_based_c1_25_c2_35,700,1000,10.0,0.13,0.0,0.0,0.2,0.0,0.0,0.44,0.0,0.0,0.33,0.0,0.0,0.24,0.01,0.0042909206471339004,0.11,0.0042909206471339004,0.17,0.0,0.0009666436778875639,0.02,0.0009666436778875639,0.42,0.0,0.0011581882403132917,0.03,0.0011581882403132917,0.31,0.0,0.0010514751542475846,0.02,0.0010514751542475846,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_1000_size,cluster_based_c1_25_c2_35,800,1000,10.0,0.13,0.0,0.0,0.2,0.0,0.0,0.44,0.0,0.0,0.33,0.0,0.0,0.24,0.0,0.002127580785775245,0.11,0.002127580785775245,0.17,0.0,0.0004770744176750644,0.02,0.0004770744176750644,0.41,0.0,0.0005770615218501383,0.03,0.0005770615218501383,0.31,0.0,0.00040124805295477765,0.02,0.00040124805295477765,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_1000_size,cluster_based_c1_25_c2_35,900,1000,10.0,0.13,0.0,0.0,0.2,0.0,0.0,0.44,0.0,0.0,0.33,0.0,0.0,0.24,0.01,0.0030206621790594182,0.11,0.0030206621790594182,0.17,0.0,0.0006938299503480642,0.02,0.0006938299503480642,0.42,0.0,0.0008093207028119278,0.03,0.0008093207028119278,0.31,0.0,0.0007563068160475619,0.02,0.0007563068160475619,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_1000_size,cluster_based_c1_25_c2_35,1000,1000,10.0,0.13,0.0,0.0,0.2,0.0,0.0,0.44,0.0,0.0,0.33,0.0,0.0,0.24,0.02,0.011025679117405878,0.11,0.011025679117405878,0.17,0.0,0.0024832639811345086,0.02,0.0024832639811345086,0.41,0.01,0.002995229540452619,0.03,0.002995229540452619,0.31,0.0,0.0022699339197430335,0.02,0.002269933919743033,0.19,0.0,0.0,0.06,0.0,0.18,0.0,0.0,0.020000000000000018,0.0,0.43,0.0,0.0,0.010000000000000009,0.0,0.32,0.0,0.0,0.010000000000000009,0.0
TOGO_PH_H2O,2_strata_desired_25ppc_1500_size,cluster_based_c1_25_c2_35,100,1500,10.0,0.14,0.0,0.0,0.2,0.0,0.0,0.44,0.0,0.0,0.32,0.0,0.0,0.17,0.02,0.010056072792099309,0.04,0.010056072792099309,0.19,0.0,0.002270550594018991,0.01,0.002270550594018991,0.43,0.01,0.0026273560854973574,0.01,0.002627356085497358,0.32,0.0,0.0018972084756293942,0.01,0.0018972084756293942,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_1500_size,cluster_based_c1_25_c2_35,200,1500,10.0,0.14,0.0,0.0,0.2,0.0,0.0,0.44,0.0,0.0,0.32,0.0,0.0,0.19,0.01,0.0028192906909362834,0.05,0.002819290690936284,0.18,0.0,0.0006485368146836362,0.01,0.0006485368146836362,0.43,0.0,0.0007503332592921622,0.01,0.0007503332592921622,0.31,0.0,0.0007211102550927973,0.01,0.0007211102550927972,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_1500_size,cluster_based_c1_25_c2_35,300,1500,10.0,0.14,0.0,0.0,0.2,0.0,0.0,0.44,0.0,0.0,0.32,0.0,0.0,0.19,0.03,0.014589633305878525,0.05,0.014589633305878525,0.18,0.01,0.003297059295796786,0.01,0.003297059295796786,0.43,0.01,0.0038126893395607317,0.01,0.0038126893395607317,0.31,0.01,0.0032500153845789774,0.01,0.0032500153845789774,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_1500_size,cluster_based_c1_25_c2_35,400,1500,10.0,0.14,0.0,0.0,0.2,0.0,0.0,0.44,0.0,0.0,0.32,0.0,0.0,0.21,0.03,0.01736794748955673,0.07,0.01736794748955673,0.18,0.01,0.003935987804859158,0.02,0.003935987804859158,0.42,0.01,0.004573991692165608,0.02,0.004573991692165608,0.31,0.01,0.003636839287073325,0.01,0.003636839287073325,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_1500_size,cluster_based_c1_25_c2_35,500,1500,10.0,0.14,0.0,0.0,0.2,0.0,0.0,0.44,0.0,0.0,0.32,0.0,0.0,0.21,0.04,0.017829907459098043,0.07,0.017829907459098043,0.18,0.01,0.004029565733425875,0.02,0.004029565733425874,0.42,0.01,0.004702828935864024,0.02,0.004702828935864024,0.31,0.01,0.0036995134815269956,0.01,0.0036995134815269964,0.19,0.0,0.0,0.04999999999999999,0.0,0.18,0.0,0.0,0.020000000000000018,0.0,0.43,0.0,0.0,0.010000000000000009,0.0,0.32,0.0,0.0,0.0,0.0
TOGO_PH_H2O,2_strata_desired_25ppc_1500_size,cluster_based_c1_25_c2_35,600,1500,10.0,0.14,0.0,0.0,0.2,0.0,0.0,0.44,0.0,0.0,0.32,0.0,0.0,0.22,0.03,0.01257972972682641,0.08,0.01257972972682641,0.18,0.01,0.0028494560884491597,0.02,0.0028494560884491597,0.42,0.01,0.0033555923471124986,0.02,0.0033555923471124986,0.31,0.01,0.002769548699698195,0.02,0.002769548699698195,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_1500_size,cluster_based_c1_25_c2_35,700,1500,10.0,0.14,0.0,0.0,0.2,0.0,0.0,0.44,0.0,0.0,0.32,0.0,0.0,0.24,0.01,0.004484974916317815,0.1,0.004484974916317815,0.17,0.0,0.0010158740079360203,0.02,0.0010158740079360203,0.41,0.0,0.0012227019260637464,0.03,0.0012227019260637464,0.3,0.0,0.0008021221852062194,0.02,0.0008021221852062194,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_1500_size,cluster_based_c1_25_c2_35,800,1500,10.0,0.14,0.0,0.0,0.2,0.0,0.0,0.44,0.0,0.0,0.32,0.0,0.0,0.23,0.02,0.009658540262379197,0.1,0.009658540262379197,0.17,0.0,0.0021867784524272206,0.02,0.0021867784524272206,0.42,0.01,0.002594494170353827,0.03,0.002594494170353827,0.31,0.0,0.002163099627848891,0.02,0.002163099627848891,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_1500_size,cluster_based_c1_25_c2_35,900,1500,10.0,0.14,0.0,0.0,0.2,0.0,0.0,0.44,0.0,0.0,0.32,0.0,0.0,0.22,0.02,0.01194884931698446,0.08,0.01194884931698446,0.18,0.01,0.0027083943582868414,0.02,0.002708394358286841,0.42,0.01,0.003194432656983083,0.02,0.0031944326569830835,0.31,0.01,0.0026129676614914305,0.02,0.0026129676614914305,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_1500_size,cluster_based_c1_25_c2_35,1000,1500,10.0,0.14,0.0,0.0,0.2,0.0,0.0,0.44,0.0,0.0,0.32,0.0,0.0,0.24,0.01,0.0048527311897528375,0.1,0.0048527311897528375,0.17,0.0,0.0011115754585272223,0.02,0.0011115754585272225,0.41,0.0,0.0013196969349058894,0.03,0.0013196969349058892,0.3,0.0,0.0010669582934679286,0.02,0.0010669582934679286,0.2,0.0,0.0,0.06,0.0,0.18,0.0,0.0,0.020000000000000018,0.0,0.43,0.0,0.0,0.010000000000000009,0.0,0.31,0.0,0.0,0.010000000000000009,0.0
TOGO_PH_H2O,2_strata_desired_25ppc_2000_size,cluster_based_c1_25_c2_35,100,2000,10.0,0.18,0.0,0.0,0.18,0.0,0.0,0.43,0.0,2.7755575615628914e-17,0.32,0.0,0.0,0.19,0.03,0.014948230664530167,0.0,0.014948230664530167,0.18,0.01,0.003377188179536342,0.0,0.003377188179536342,0.43,0.01,0.0038988972800011,0.0,0.0038988972800010997,0.32,0.01,0.003254012907165547,-0.0,0.003254012907165547,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_2000_size,cluster_based_c1_25_c2_35,200,2000,10.0,0.18,0.0,0.0,0.18,0.0,0.0,0.43,0.0,2.7755575615628914e-17,0.32,0.0,0.0,0.21,0.0,0.00036193922141707985,0.02,0.00036193922141707985,0.18,0.0,8.000000000000125e-05,0.01,8.000000000000125e-05,0.42,0.0,0.00011224972160321479,0.01,0.00011224972160321477,0.31,0.0,0.00016852299546352804,0.0,0.00016852299546352807,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_2000_size,cluster_based_c1_25_c2_35,300,2000,10.0,0.18,0.0,0.0,0.18,0.0,0.0,0.43,0.0,2.7755575615628914e-17,0.32,0.0,0.0,0.21,0.03,0.012592791588841612,0.02,0.012592791588841612,0.18,0.01,0.0028416544476765637,0.01,0.002841654447676564,0.42,0.01,0.003330855745900751,0.01,0.003330855745900751,0.31,0.01,0.002849807011009687,0.0,0.0028498070110096873,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_2000_size,cluster_based_c1_25_c2_35,400,2000,10.0,0.18,0.0,0.0,0.18,0.0,0.0,0.43,0.0,2.7755575615628914e-17,0.32,0.0,0.0,0.2,0.03,0.013258680175643425,0.02,0.013258680175643425,0.18,0.01,0.0030112455894529782,0.0,0.0030112455894529782,0.42,0.01,0.0035317984087430594,0.01,0.0035317984087430594,0.31,0.01,0.0028536643110218794,0.0,0.0028536643110218794,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_2000_size,cluster_based_c1_25_c2_35,500,2000,10.0,0.18,0.0,0.0,0.18,0.0,0.0,0.43,0.0,2.7755575615628914e-17,0.32,0.0,0.0,0.22,0.02,0.01244264441346774,0.03,0.012442644413467738,0.18,0.01,0.0028162031176745764,0.01,0.002816203117674577,0.42,0.01,0.0033112837389749597,0.01,0.0033112837389749597,0.31,0.01,0.002824606167238189,0.01,0.0028246061672381898,0.2,0.0,0.0,0.020000000000000018,0.0,0.18,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.010000000000000009,0.0
TOGO_PH_H2O,2_strata_desired_25ppc_2000_size,cluster_based_c1_25_c2_35,600,2000,10.0,0.18,0.0,0.0,0.18,0.0,0.0,0.43,0.0,2.7755575615628914e-17,0.32,0.0,0.0,0.21,0.03,0.015451135880575251,0.02,0.015451135880575251,0.18,0.01,0.0034963695456859244,0.0,0.0034963695456859244,0.42,0.01,0.004133231181533404,0.01,0.004133231181533404,0.31,0.01,0.003318885355055218,0.0,0.003318885355055218,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_2000_size,cluster_based_c1_25_c2_35,700,2000,10.0,0.18,0.0,0.0,0.18,0.0,0.0,0.43,0.0,2.7755575615628914e-17,0.32,0.0,0.0,0.22,0.02,0.00997599117882529,0.03,0.00997599117882529,0.18,0.0,0.002264420455657473,0.01,0.002264420455657473,0.42,0.01,0.0026701310829245835,0.01,0.0026701310829245835,0.31,0.0,0.002265965577849762,0.01,0.002265965577849762,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_2000_size,cluster_based_c1_25_c2_35,800,2000,10.0,0.18,0.0,0.0,0.18,0.0,0.0,0.43,0.0,2.7755575615628914e-17,0.32,0.0,0.0,0.21,0.03,0.013140144595855862,0.03,0.013140144595855862,0.18,0.01,0.002971699850254057,0.01,0.002971699850254057,0.42,0.01,0.0035124065823876403,0.01,0.003512406582387641,0.31,0.01,0.0028106227068036022,0.0,0.0028106227068036022,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_2000_size,cluster_based_c1_25_c2_35,900,2000,10.0,0.18,0.0,0.0,0.18,0.0,0.0,0.43,0.0,2.7755575615628914e-17,0.32,0.0,0.0,0.23,0.02,0.008354220490267175,0.05,0.008354220490267175,0.17,0.0,0.0018858950129845503,0.01,0.0018858950129845503,0.42,0.0,0.002282016651998848,0.01,0.0022820166519988486,0.31,0.0,0.0018235679312819664,0.01,0.0018235679312819664,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_2000_size,cluster_based_c1_25_c2_35,1000,2000,10.0,0.18,0.0,0.0,0.18,0.0,0.0,0.43,0.0,2.7755575615628914e-17,0.32,0.0,0.0,0.24,0.02,0.00802498598129617,0.06,0.00802498598129617,0.17,0.0,0.0018193405398660232,0.01,0.0018193405398660232,0.41,0.0,0.0021931712199461293,0.01,0.0021931712199461293,0.3,0.0,0.001750314257497779,0.01,0.001750314257497779,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_2500_size,cluster_based_c1_25_c2_35,100,2500,10.0,0.2,0.0,0.0,0.18,0.0,0.0,0.43,0.0,2.7755575615628914e-17,0.31,0.0,0.0,0.22,0.01,0.0035942454006369683,0.02,0.0035942454006369683,0.18,0.0,0.0008120344820264731,0.0,0.0008120344820264731,0.42,0.0,0.0009661262857411514,0.0,0.0009661262857411514,0.31,0.0,0.0006807348970046971,0.0,0.0006807348970046971,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_2500_size,cluster_based_c1_25_c2_35,200,2500,10.0,0.2,0.0,0.0,0.18,0.0,0.0,0.43,0.0,2.7755575615628914e-17,0.31,0.0,0.0,0.17,0.03,0.012936715193587592,-0.03,0.01293671519358759,0.19,0.01,0.0029224304953240523,-0.01,0.0029224304953240523,0.43,0.01,0.003414732786031733,-0.01,0.0034147327860317325,0.32,0.01,0.0026139242529193574,-0.01,0.0026139242529193574,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_2500_size,cluster_based_c1_25_c2_35,300,2500,10.0,0.2,0.0,0.0,0.18,0.0,0.0,0.43,0.0,2.7755575615628914e-17,0.31,0.0,0.0,0.23,0.0,0.001858332585949028,0.03,0.001858332585949028,0.17,0.0,0.00041904653679513966,0.01,0.00041904653679513966,0.42,0.0,0.0005045790324617157,0.01,0.0005045790324617156,0.31,0.0,0.0003114482300479474,0.01,0.0003114482300479474,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_2500_size,cluster_based_c1_25_c2_35,400,2500,10.0,0.2,0.0,0.0,0.18,0.0,0.0,0.43,0.0,2.7755575615628914e-17,0.31,0.0,0.0,0.22,0.02,0.010103811162130855,0.02,0.010103811162130855,0.18,0.0,0.002282235745929858,0.0,0.002282235745929858,0.42,0.01,0.0027133742830652784,0.01,0.0027133742830652784,0.31,0.0,0.0021887439320304233,0.0,0.0021887439320304233,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_2500_size,cluster_based_c1_25_c2_35,500,2500,10.0,0.2,0.0,0.0,0.18,0.0,0.0,0.43,0.0,2.7755575615628914e-17,0.31,0.0,0.0,0.21,0.02,0.011893048389710689,0.01,0.011893048389710687,0.18,0.01,0.002692879499717728,0.0,0.002692879499717728,0.42,0.01,0.0031880087829239145,0.0,0.003188008782923914,0.31,0.01,0.0026116278448507914,0.0,0.0026116278448507914,,,,,,,,,,,,,,,,,,,,
TOGO_PH_H2O,2_strata_desired_25ppc_2500_size,cluster_based_c1_25_c2_35,600,2500,10.0,0.2,0.0,0.0,0.18,0.0,0.0,0.43,0.0,2.7755575615628914e-17,0.31,0.0,0.0,0.24,0.01,0.006823312978311933,0.04,0.006823312978311933,0.17,0.0,0.001542919310916807,0.01,0.001542919310916807,0.41,0.0,0.0018433664855367158,0.01,0.0018433664855367162,0.31,0.0,0.0015457684173251782,0.01,0.001545768417325178,,,,,,,,,,,,,,,,,,,,
