filename,seed,sample_size,points_per_cluster,strata,cluster,r2
IDs_state_strata_district_clusters_2_points_per_cluster_1000_size_seed_1.pkl,1,1000,2,state,district,0.2867049260721245
IDs_state_strata_district_clusters_2_points_per_cluster_1000_size_seed_1213.pkl,1213,1000,2,state,district,-0.0498665628822938
IDs_state_strata_district_clusters_2_points_per_cluster_1000_size_seed_123.pkl,123,1000,2,state,district,-0.4926929209606439
IDs_state_strata_district_clusters_2_points_per_cluster_1000_size_seed_1234.pkl,1234,1000,2,state,district,0.2369835242609753
IDs_state_strata_district_clusters_2_points_per_cluster_1000_size_seed_1415.pkl,1415,1000,2,state,district,0.2405551137572784
IDs_state_strata_district_clusters_2_points_per_cluster_1000_size_seed_42.pkl,42,1000,2,state,district,0.2279307504609052
IDs_state_strata_district_clusters_2_points_per_cluster_1000_size_seed_456.pkl,456,1000,2,state,district,0.2424436167461362
IDs_state_strata_district_clusters_2_points_per_cluster_1000_size_seed_5678.pkl,5678,1000,2,state,district,-0.0300227046298879
IDs_state_strata_district_clusters_2_points_per_cluster_1000_size_seed_789.pkl,789,1000,2,state,district,-0.2241477285813495
IDs_state_strata_district_clusters_2_points_per_cluster_1000_size_seed_9101.pkl,9101,1000,2,state,district,0.124164644718675
IDs_state_strata_district_clusters_5_points_per_cluster_1000_size_seed_1.pkl,1,1000,5,state,district,0.210947353890055
IDs_state_strata_district_clusters_5_points_per_cluster_1000_size_seed_1213.pkl,1213,1000,5,state,district,-1.4232271950309352
IDs_state_strata_district_clusters_5_points_per_cluster_1000_size_seed_123.pkl,123,1000,5,state,district,-0.1059115229241325
IDs_state_strata_district_clusters_5_points_per_cluster_1000_size_seed_1234.pkl,1234,1000,5,state,district,0.1855687555787223
IDs_state_strata_district_clusters_5_points_per_cluster_1000_size_seed_1415.pkl,1415,1000,5,state,district,0.2294163622814173
IDs_state_strata_district_clusters_5_points_per_cluster_1000_size_seed_42.pkl,42,1000,5,state,district,-0.0103890509035493
IDs_state_strata_district_clusters_5_points_per_cluster_1000_size_seed_456.pkl,456,1000,5,state,district,0.2040642531076523
IDs_state_strata_district_clusters_5_points_per_cluster_1000_size_seed_5678.pkl,5678,1000,5,state,district,0.2434367161909398
IDs_state_strata_district_clusters_5_points_per_cluster_1000_size_seed_789.pkl,789,1000,5,state,district,0.1468187909033016
IDs_state_strata_district_clusters_5_points_per_cluster_1000_size_seed_9101.pkl,9101,1000,5,state,district,0.1114490918331383
IDs_state_strata_district_clusters_5_points_per_cluster_1000_size_seed_1.pkl,1,1000,5,state,district,0.210947353890055
IDs_state_strata_district_clusters_5_points_per_cluster_1000_size_seed_1213.pkl,1213,1000,5,state,district,-1.4232271950309352
IDs_state_strata_district_clusters_5_points_per_cluster_1000_size_seed_123.pkl,123,1000,5,state,district,-0.1059115229241325
IDs_state_strata_district_clusters_5_points_per_cluster_1000_size_seed_1234.pkl,1234,1000,5,state,district,0.1855687555787223
IDs_state_strata_district_clusters_5_points_per_cluster_1000_size_seed_1415.pkl,1415,1000,5,state,district,0.2294163622814173
IDs_state_strata_district_clusters_5_points_per_cluster_1000_size_seed_42.pkl,42,1000,5,state,district,-0.0103890509035493
IDs_state_strata_district_clusters_5_points_per_cluster_1000_size_seed_456.pkl,456,1000,5,state,district,0.2040642531076523
IDs_state_strata_district_clusters_5_points_per_cluster_1000_size_seed_5678.pkl,5678,1000,5,state,district,0.2434367161909398
IDs_state_strata_district_clusters_5_points_per_cluster_1000_size_seed_789.pkl,789,1000,5,state,district,0.1468187909033016
IDs_state_strata_district_clusters_5_points_per_cluster_1000_size_seed_9101.pkl,9101,1000,5,state,district,0.1114490918331383
