filename,seed,sample_size,points_per_cluster,strata,cluster,r2
IDs_state_strata_district_clusters_2_points_per_cluster_400_size_seed_789.pkl,789,400,2,state,district,0.0841783739462332
IDs_state_strata_district_clusters_2_points_per_cluster_400_size_seed_9101.pkl,9101,400,2,state,district,0.0067525750850448
IDs_state_strata_district_clusters_2_points_per_cluster_400_size_seed_1.pkl,1,400,2,state,district,0.1588436503250134
IDs_state_strata_district_clusters_2_points_per_cluster_400_size_seed_1213.pkl,1213,400,2,state,district,0.0662733184545342
IDs_state_strata_district_clusters_2_points_per_cluster_400_size_seed_123.pkl,123,400,2,state,district,-0.3800123424221224
IDs_state_strata_district_clusters_2_points_per_cluster_400_size_seed_1234.pkl,1234,400,2,state,district,-0.0742631131181936
IDs_state_strata_district_clusters_2_points_per_cluster_400_size_seed_1415.pkl,1415,400,2,state,district,0.1784990889949879
IDs_state_strata_district_clusters_2_points_per_cluster_400_size_seed_42.pkl,42,400,2,state,district,0.1162970211344197
IDs_state_strata_district_clusters_2_points_per_cluster_400_size_seed_456.pkl,456,400,2,state,district,0.0909930347464013
IDs_state_strata_district_clusters_2_points_per_cluster_400_size_seed_5678.pkl,5678,400,2,state,district,-1.0079413225716407
IDs_state_strata_district_clusters_2_points_per_cluster_400_size_seed_789.pkl,789,400,2,state,district,0.0841783739462332
IDs_state_strata_district_clusters_2_points_per_cluster_400_size_seed_9101.pkl,9101,400,2,state,district,0.0067525750850448
IDs_state_strata_district_clusters_5_points_per_cluster_400_size_seed_1.pkl,1,400,5,state,district,0.1395588673799378
IDs_state_strata_district_clusters_5_points_per_cluster_400_size_seed_1213.pkl,1213,400,5,state,district,-0.1072821845460691
IDs_state_strata_district_clusters_5_points_per_cluster_400_size_seed_123.pkl,123,400,5,state,district,0.0712473936848088
IDs_state_strata_district_clusters_5_points_per_cluster_400_size_seed_1234.pkl,1234,400,5,state,district,0.1237723003632998
IDs_state_strata_district_clusters_5_points_per_cluster_400_size_seed_1415.pkl,1415,400,5,state,district,0.101829710337567
IDs_state_strata_district_clusters_5_points_per_cluster_400_size_seed_42.pkl,42,400,5,state,district,0.0844619117837803
IDs_state_strata_district_clusters_5_points_per_cluster_400_size_seed_456.pkl,456,400,5,state,district,0.0465026098615234
IDs_state_strata_district_clusters_5_points_per_cluster_400_size_seed_5678.pkl,5678,400,5,state,district,-0.1700362588036679
IDs_state_strata_district_clusters_5_points_per_cluster_400_size_seed_789.pkl,789,400,5,state,district,0.0183808737313457
IDs_state_strata_district_clusters_5_points_per_cluster_400_size_seed_9101.pkl,9101,400,5,state,district,0.0779659957879131
IDs_state_strata_district_clusters_5_points_per_cluster_400_size_seed_1.pkl,1,400,5,state,district,0.1395588673799378
IDs_state_strata_district_clusters_5_points_per_cluster_400_size_seed_1213.pkl,1213,400,5,state,district,-0.1072821845460691
IDs_state_strata_district_clusters_5_points_per_cluster_400_size_seed_123.pkl,123,400,5,state,district,0.0712473936848088
IDs_state_strata_district_clusters_5_points_per_cluster_400_size_seed_1234.pkl,1234,400,5,state,district,0.1237723003632998
IDs_state_strata_district_clusters_5_points_per_cluster_400_size_seed_1415.pkl,1415,400,5,state,district,0.101829710337567
IDs_state_strata_district_clusters_5_points_per_cluster_400_size_seed_42.pkl,42,400,5,state,district,0.0844619117837803
IDs_state_strata_district_clusters_5_points_per_cluster_400_size_seed_456.pkl,456,400,5,state,district,0.0465026098615234
IDs_state_strata_district_clusters_5_points_per_cluster_400_size_seed_5678.pkl,5678,400,5,state,district,-0.1700362588036679
IDs_state_strata_district_clusters_5_points_per_cluster_400_size_seed_789.pkl,789,400,5,state,district,0.0183808737313457
IDs_state_strata_district_clusters_5_points_per_cluster_400_size_seed_9101.pkl,9101,400,5,state,district,0.0779659957879131
